supabase_id,EMAIL,SMS,TEL,PRENOM,NOM,COMPANY,ADDRESS,WEBSITE_URL,FACEBOOK_URL,INSTAGRAM_URL,AVERAGE_RATE,NUMBER_OF_RATE,CITY_ID,JOB_TITLE,CATEGORIE,PROPRIETAIRE,CANAL_PRINCIPAL,COMMENTAIRE
10904,,+33618964773,,,François Fayet Immobilier - Conseiller IAD France,François Fayet Immobilier - Conseiller IAD France,,https://www.iadfrance.fr/conseiller-immobilier/francois.fayet,,,5.0,13,16953,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10905,,+33684599516,,,LA PETITE IMMO Châtillon-Coligny,LA PETITE IMMO Châtillon-Coligny,"46 Rue Jean Jaurès, 45230 Châtillon-Coligny",https://www.lapetiteimmo.fr/,,,4.7,46,17149,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10911,,+33632212454,,,Jérôme Morlet - Conseiller Immobilier IAD,Jérôme Morlet - Conseiller Immobilier IAD,"43 Gr Grande Rue, 45260 Lorris",https://www.iadfrance.fr/conseiller-immobilier/jerome.morlet,,,5.0,59,17149,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10915,,+33647664796,,,Maxence CUTRI Conseiller en Immobilier-IAD France,Maxence CUTRI Conseiller en Immobilier-IAD France,,https://www.iadfrance.fr/conseiller-immobilier/maxence.cutri,,,5.0,4,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10917,,+33686003364,,,Fox Maxime,Fox Maxime,,https://www.iadfrance.fr/conseiller-immobilier/maxime.fox,,,5.0,1,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10919,,+33640571068,,,Isabelle ZOGLIA-THOMAS Conseillère Immobilier,Isabelle ZOGLIA-THOMAS Conseillère Immobilier,,https://www.iadfrance.fr/conseiller-immobilier/isabelle.zoglia-thomas,,,5.0,93,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10920,,+33628341899,,,Vie Agée Immo - Agence immobilière spécialisée dans la vente en viager,Vie Agée Immo - Agence immobilière spécialisée dans la vente en viager,"19 Rue Gustave Simon, 54000 Nancy",,,,5.0,3,20546,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10922,,+33687859435,,,Sébastien SALDI - iad France,Sébastien SALDI - iad France,,https://www.iadfrance.fr/conseiller-immobilier/sebastien.saldi,,,4.3,3,22148,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10925,,+33608502613,,,Tiziana Martins IAD,Tiziana Martins IAD,,https://www.iadfrance.fr/conseiller-immobilier/tiziana.martins,,,5.0,26,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10926,,+33770687815,,,Patricia SCAGNOLI Proprio Access,Patricia SCAGNOLI Proprio Access,,https://proprio-access.fr/,,,5.0,2,22306,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10927,,+33673955654,,,EI Antonio Pracella,EI Antonio Pracella,,https://www.iadfrance.fr/conseiller-immobilier/antonio.pracella,,,5.0,11,22148,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10928,,+33680610137,,,raphaelle camus,raphaelle camus,,https://www.iadfrance.fr/conseiller-immobilier/RAPHAELLE.CAMUS,,,,,17149,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10929,,+33675297555,,,Malecki Sebastien immobilier iad France,Malecki Sebastien immobilier iad France,,https://www.iadfrance.fr/conseiller-immobilier/sebastien.malecki,,,,,22306,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10931,,+33675047773,,,Bellicini Patrizio,Bellicini Patrizio,,https://www.immonext.fr/,https://www.facebook.com/immonextimmobilier/,https://www.instagram.com/immonextimmobilier/,5.0,8,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10935,,+33640296785,,,Nicolas ANTOINE - Iad France,Nicolas ANTOINE - Iad France,,https://www.iadfrance.fr/conseiller-immobilier/nicolas.antoine/estimation,,,4.8,21,22148,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10936,,+33616898184,,,Alexandre Saint-Eve - IAD France,Alexandre Saint-Eve - IAD France,,https://www.iadfrance.fr/conseiller-immobilier/alexandre.saint-eve,,,4.9,9,22306,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10938,,+33620302451,,,Sébastien MASET - Iad France,Sébastien MASET - Iad France,,https://www.iadfrance.fr/conseiller-immobilier/SEBASTIEN.MASET,,,5.0,1,22002,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10950,,+33767618939,,,Alexandra Muller iadfrance,Alexandra Muller iadfrance,,https://www.iadfrance.fr/conseiller-immobilier/alexandra.muller,,,5.0,6,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10952,,+33663738361,,,Karine Peiffer,Karine Peiffer,,,,,5.0,7,22086,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10954,,+33695311026,,,CD Propriétés,CD Propriétés,,https://www.remax.fr/agent/clement-didier/750441010,,,,,22306,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10955,,+33608006654,,,Céline Canteri - Agent commercial en immobilier iad France,Céline Canteri - Agent commercial en immobilier iad France,,https://www.iadfrance.fr/conseiller-immobilier/celine.canteri,,,4.9,29,22016,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10956,,+33664051002,,,Sophie Le Lann - Immobilier IAD,Sophie Le Lann - Immobilier IAD,,https://www.facebook.com/sophielelann.iad,https://www.facebook.com/sophielelann.iad,,5.0,5,22306,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10957,,+33628755465,,,Samuel MILLET IAD France,Samuel MILLET IAD France,,https://www.iadfrance.fr/conseiller-immobilier/@samuel.millet,,,5.0,14,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10958,,+33650143192,,,Fabienne SCHUTZING - Conseiller immobilier IAD France,Fabienne SCHUTZING - Conseiller immobilier IAD France,"24 Rue Fridtjof Nansen, 57970 Yutz",https://www.iadfrance.fr/,https://www.facebook.com/iadFrance/,https://www.instagram.com/iadfranceofficiel/,5.0,9,21715,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10959,,+33633012882,,,Justine tock,Justine tock,,,,,,,22306,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10960,,+33631316457,,,Jennifer Vieira,Jennifer Vieira,,,,,,,22306,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10962,,+33684331456,,,Lilian Croiset conseiller en immobilier Iad France,Lilian Croiset conseiller en immobilier Iad France,,https://www.iadfrance.fr/conseiller/lilian.croiset,,,5.0,8,22306,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10964,,+33637075810,,,Amandine Plano - Immobilier,Amandine Plano - Immobilier,,https://www.iadfrance.fr/conseiller-immobilier/amandine.plano,,,4.9,65,21715,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10965,,+33609492333,,,Tony SANTOS Conseiller IMMOBILER - iad France- BRIN SUR SEILLE,Tony SANTOS Conseiller IMMOBILER - iad France- BRIN SUR SEILLE,"11 Rue de Metz, 54280 Brin-sur-Seille",https://www.iadfrance.fr/conseiller-immobilier/tony.santos,,,4.9,38,22244,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10967,,+33680805897,,,Willy ISELE - iad France,Willy ISELE - iad France,,https://www.iadfrance.fr/conseiller-immobilier/willy.isele,,,4.8,16,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10968,,+33635604840,,,Consultant immobilier Pascal RIFF - conseiller immobilier ADRIA sur Thionville Fensch Luxembourg Hayange Nilvange,Consultant immobilier Pascal RIFF - conseiller immobilier ADRIA sur Thionville Fensch Luxembourg Hayange Nilvange,,https://www.pascalriff.fr/,https://fr-fr.facebook.com/pascal.n.riff,,4.7,26,22086,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10969,,+33618206990,,,Michael Galello Immobilier - Propriétés Privées,Michael Galello Immobilier - Propriétés Privées,,https://www.proprietes-privees.com/negociateur/michael.galello,,,5.0,1,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10972,,+33638705447,,,Touret Céline,Touret Céline,,https://www.facebook.com/share/1DTgvbmNZk/?mibextid=wwXIfr,https://www.facebook.com/celine.touretiad,,5.0,5,22306,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10974,,+33681181401,,,Jérôme TESSARI - iad France,Jérôme TESSARI - iad France,,https://www.iadfrance.fr/conseiller-immobilier/jerome.tessari,,,5.0,5,21715,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10976,,+33633841728,,,Valérie CHALICARNE Conseillère en Immobilier,Valérie CHALICARNE Conseillère en Immobilier,,,,,5.0,25,22086,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10981,,+33672923058,,,Geoffrey WITTMANN - IAD FRANCE,Geoffrey WITTMANN - IAD FRANCE,,https://www.iadfrance.fr/conseiller/GEOFFREY.WITTMANN,,,5.0,17,22002,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10982,,+33632338429,,,Mylène SCHON - iad France,Mylène SCHON - iad France,,https://www.iadfrance.fr/conseiller-immobilier/MYLENE.SCHON,,,5.0,9,21715,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10986,,+33668314343,,,ALTAN IMMO,ALTAN IMMO,"14 Rue des Forgerons, 57300 Hagondange",,,,5.0,8,22072,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10988,,+33781003854,,,Alizée Larsonnier Immobilier indépendante,Alizée Larsonnier Immobilier indépendante,"22 Rue Auguste Renoir, 57310 Bousse",https://www.iadfrance.fr/conseiller-immobilier/alizee.larsonnier,,,5.0,57,22002,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10989,,+33764093596,,,Céline Verdonck Immobilier,Céline Verdonck Immobilier,"9 Rue de Metz, 57300 Hagondange",https://www.facebook.com/CelineImmobilier57,https://www.facebook.com/CelineImmobilier57,,4.3,6,22002,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10996,,+33688671381,,,Anthony PARIS - iad France (immobilier Thionville),Anthony PARIS - iad France (immobilier Thionville),,https://www.iadfrance.fr/conseiller/anthony.paris,,,5.0,38,22016,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10997,,+33660726348,,,Agent commercial en immobilier IAD France-priscillia berrittella,Agent commercial en immobilier IAD France-priscillia berrittella,,https://www.iadfrance.fr/conseiller-immobilier/PRISCILLIA.BERRITTELLA,,,5.0,3,22086,Agence commerciale,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
10998,,+33783801528,,,Iad france - Abdesslam Bettouche,Iad france - Abdesslam Bettouche,,https://www.iadfrance.fr/conseiller-immobilier/abdesslam.bettouche,,,5.0,2,22148,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11003,,+33767783783,,,Propriétés Privées - Bruno SILBERSCHMIDT,Propriétés Privées - Bruno SILBERSCHMIDT,,https://www.proprietes-privees.com/negociateur/silberschmidt.bruno,,,,,20877,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11014,,+33618717527,,,LUR EDER-IMMOBILIER,LUR EDER-IMMOBILIER,"4 Allée Joseph Barrenechea, 64500 Saint-Jean-de-Luz",http://lureder-immobilier.fr/,,,5.0,11,26397,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11054,,+33637076168,,,Gabilondo Immobilier,Gabilondo Immobilier,"Chem. de Moleres, 64700 Hendaye",https://www.gabilondoimmobilier.com/,,,5.0,50,25982,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11064,,+33611051687,,,123Webimmo.com Pays Basque - Nere Etxea Immo,123Webimmo.com Pays Basque - Nere Etxea Immo,"7 Lot. Itsas Mendi, 64310 Ascain",http://123webimmo.com/Pays-Basque,,,,,26238,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11077,,+33695332568,,,CarmenTestLucas,CarmenTestLucas,"6 Rue Poutillenea karrika, 64122 Urrugne",,,,,,26238,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11086,,+33608811854,,,Map-immo,Map-immo,"3 Rue Pierre Mendes France, 57000 Metz",http://map-immo.fr/,,,4.0,2,21914,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11099,,+33630087589,,,Maison1ereligne,Maison1ereligne,"61 Rue Alturan 64, 64500 Saint-Jean-de-Luz",,,,,,26397,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11100,,+33670408950,,,Mallet Kevin - Immobilier iad France,Mallet Kevin - Immobilier iad France,"12 Rue de Tortue, 57050 Metz",https://www.iadfrance.fr/conseiller-immobilier/kevin.mallet,,,5.0,44,21914,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11116,,+33688335130,,,APPARTEMENT UGARTE - URRUGNE - PAYS BASQUE,APPARTEMENT UGARTE - URRUGNE - PAYS BASQUE,"1 Pl. René Soubelet, 64122 Urrugne",http://appartement-ugarte-urrugne.fr/,,,,,26238,Agence de location d'appartements,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11124,,+33629586482,,,Sandrine LEBOEUF IAD FRANCE,Sandrine LEBOEUF IAD FRANCE,"2 Lot. Haraud Gaillac, 31190 Auterive",https://www.iadfrance.fr/conseiller-immobilier/sandrine.leboeuf,,,4.7,14,11746,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11130,,+33638028147,,,Immogest Tolosan,Immogest Tolosan,"9 Rue du Brouguet, 31450 Issus",https://fr-fr.facebook.com/pg/immogesttolosan/posts?utm_source=gmb,https://fr-fr.facebook.com/immogesttolosan,,4.8,19,11746,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11132,,+33683382806,,,Isabelle GUILBERT Immobilier,Isabelle GUILBERT Immobilier,,http://isabelleguilbertimmobilier.fr/,,,4.9,32,11746,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11133,,+33616225716,,,Fabien Heleine EI,Fabien Heleine EI,31190 Miremont,https://www.iadfrance.fr/conseiller-immobilier/fabien.heleine,,,5.0,3,11746,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11137,,+33666767009,,,DOMO-DIAG,DOMO-DIAG,"22 Chem. de Trav. des Monges, 31190 Auterive",,,,,,11746,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11148,,+33667361370,,,Alexia Rossi - Conseillère en immobilier - IAD France,Alexia Rossi - Conseillère en immobilier - IAD France,,https://www.iadfrance.fr/conseiller-immobilier/alexia.rossi,,,5.0,3,11746,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11150,,+33637553066,,,chimene Tcheou Conseillère en Immobilier Capifrance,chimene Tcheou Conseillère en Immobilier Capifrance,,http://chimene.tcheou.capifrance.fr/,,,,,23036,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11152,,+33783239581,,,Marilyne MAGE - conseillère immobilier iAD,Marilyne MAGE - conseillère immobilier iAD,,https://www.iadfrance.fr/conseiller-immobilier/marilyne.mage,,,5.0,1,11746,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11154,,+33768125189,,,LORALUX IMMO,LORALUX IMMO,"32 Av. Clemenceau, 57100 Thionville",http://www.loraluximmo.com/,,,4.7,22,22016,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11158,,+33770757100,,,Thionvimmo,Thionvimmo,"1 Rue Gén Welvert, 57100 Thionville",,,,5.0,2,22016,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11160,,+33782218693,,,Alyson Bauthian - Conseillère chez KM Immobilier,Alyson Bauthian - Conseillère chez KM Immobilier,"68 Av. des Pyrénées, 31600 Muret",,,,5.0,18,11746,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11162,,+33625103183,,,Entreprise Individuelle Pierre Zévaco,Entreprise Individuelle Pierre Zévaco,,,,,,,23036,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11163,,+33625637330,,,Balva Jean-Sébastien Conseiller Immobilier iad France - Secteur Thionville et alentours,Balva Jean-Sébastien Conseiller Immobilier iad France - Secteur Thionville et alentours,"8 Rue Jacques Rolly, 57100 Thionville",https://www.iadfrance.fr/conseiller-immobilier/jean-sebastien.balva,,,4.7,31,22016,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11169,,+33770004166,,,Gilles GAULIN - Immobilier - Cazeres - Haute Garonne - Occitanie,Gilles GAULIN - Immobilier - Cazeres - Haute Garonne - Occitanie,"11 Rue des Fleurs, 31220 Cazères",https://www.expfrance.fr/Home?lan=fr-FR,,,5.0,6,11746,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11170,,+33681413076,,,Helen Vandaele,Helen Vandaele,,,,,,,23036,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11175,,+33782688368,,,Bourbonnaud Cliquet Caroline immo Dunkerque,Bourbonnaud Cliquet Caroline immo Dunkerque,,https://caroline-cliquet.agentkw.fr/,https://www.facebook.com/people/KW-AVINA/100063791560959/,,,,23036,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11185,,+33663055433,,,Daniel Escouffier,Daniel Escouffier,,https://www.tcs-immobilier.fr/fr,,,,,11746,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11187,,+33640551997,,,Le Cabinet Privilège Immobilier,Le Cabinet Privilège Immobilier,"22 Av. Merlin, 57100 Thionville",,,,3.7,3,22016,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11188,,+33619227269,,,Pebrel Charlotte négociatrice Immojoy,Pebrel Charlotte négociatrice Immojoy,,,,,,,11746,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11189,,+33611184308,,,Céline JUNKER,Céline JUNKER,"9 Pl. Anne Grommerch, 57100 Thionville",,,,,,22016,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11198,,+33778243082,,,Vincent ENGLER IAD Immobilier - Thionville,Vincent ENGLER IAD Immobilier - Thionville,"10 Rue des Frênes, 57920 Metzeresche",https://www.iadfrance.fr/conseiller-immobilier/vincent.engler,,,4.9,91,21715,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11202,,+33652484028,,,Aurore Butscha iAd France,Aurore Butscha iAd France,"18 Rue des Charrons, 57100 Thionville",https://www.iadfrance.fr/conseiller-immobilier/AURORE.BUTSCHA,,,,,22016,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11206,,+33787814807,,,delphine legrand IADFRANCE,delphine legrand IADFRANCE,"58 Rue de la Liberté, 59970 Fresnes-sur-Escaut",,,,,,22954,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11207,,+33767625048,,,T'KINDT Olivia Capifrance,T'KINDT Olivia Capifrance,,https://www.facebook.com/profile.php?id=61561884117231,https://www.facebook.com/people/Olivia-Tkindt-Capifrance/61561884117231/,,3.9,11,22954,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11211,,+33662247303,,,Access'Immo,Access'Immo,"9 Rue Jean Ferrat, 63500 Issoire",http://www.access-immo63.fr/,,,4.8,6,25498,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11216,,+33788818595,,,Margaux Chambre,Margaux Chambre,"70 Rue de Wiers, 59158 Flines-lès-Mortagne",https://connect-immobilier.com/Chambre/14-biens-a-vendre,https://facebook.com/connectimmobilier,https://www.instagram.com/bataille_jeanfrancois,5.0,8,22966,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11225,,+33675739235,,,Claude-Eric CHAUMIER,Claude-Eric CHAUMIER,"9 Pl. Anne Grommerch, 57100 Thionville",,,,,,22016,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11230,,+33652137565,,,Karine Plano Conseillère en immobilier,Karine Plano Conseillère en immobilier,,https://www.iadfrance.fr/conseiller-immobilier/karine.plano,,,4.9,19,21715,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11247,,+33688888016,,,EI Adeline D'Agostino,EI Adeline D'Agostino,"2 Rue de Verdun, 57970 Yutz",,,,,,21715,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11258,,+33633506701,,,Chantal CHALCHAT - Iad France,Chantal CHALCHAT - Iad France,,https://www.iadfrance.fr/conseiller-immobilier/CHANTAL.CHALCHAT,,,3.7,3,25498,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11260,,+33666645955,,,Laurie Kammer - conseillère immobilière iad sur Issoire,Laurie Kammer - conseillère immobilière iad sur Issoire,,https://www.iadfrance.fr/en/real-estate-agent/laurie.kammer,,,,,25498,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11261,,+33666267369,,,Sandy Gatignol - conseillère immobilier iad sur Issoire,Sandy Gatignol - conseillère immobilier iad sur Issoire,,https://www.iadfrance.fr/conseiller-immobilier/sandy.gatignol,,,,,25498,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11263,,+33614048428,,,E I Gérald MARTINEZ - Capifrance immobilier - Issoire & alentours - 63 et 43,E I Gérald MARTINEZ - Capifrance immobilier - Issoire & alentours - 63 et 43,"43 Lot. le Laire, 63500 Le Broc",https://www.capifrance.fr/conseillers/gerald.martinez,,,5.0,4,25498,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11264,,+33682355755,,,CELLA Christine IAD France,CELLA Christine IAD France,,https://www.iadfrance.fr/conseiller-immobilier/christine.cella,,,4.9,28,21715,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11266,,+33662791873,,,Fabien Bortoli,Fabien Bortoli,,,,,,,25498,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11270,,+33689176824,,,Sandrine Lefort Immo,Sandrine Lefort Immo,,https://www.iadfrance.fr/conseiller-immobilier/SANDRINE.LEFORT,,,5.0,1,25498,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11272,,+33652704657,,,Thierry MONTMORY IAD FRANCE,Thierry MONTMORY IAD FRANCE,,https://www.iadfrance.fr/conseiller/Thierry.MONTMORY,,,,,25498,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11278,,+33601967786,,,OPHÉLIE LESAFFRE Conseillère immobilier,OPHÉLIE LESAFFRE Conseillère immobilier,"11 Rue du Somp, 57970 Yutz",,,,5.0,4,21715,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11282,,+33633983256,,,Laurent Peynet,Laurent Peynet,"Imp. du Menestrel, 63500 Saint-Yvoine",http://www.squarehabitat.fr/,,,,,25498,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11283,,+33671305715,,,Dentil Guillaume SAFTI,Dentil Guillaume SAFTI,,,,,,,25498,Agent immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11290,,+33659405120,,,Juliette BERGOIN,Juliette BERGOIN,"Pl. du Pré, 63320 Champeix",https://www.iadfrance.fr/conseiller-immobilier/juliette.bergoin,,,4.8,5,25498,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11294,,+33682005583,,,Céline COLSON,Céline COLSON,,,,,,,25498,Consultant immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11297,,+33683126579,,,François-Xavier VAISSAIRE - iad France,François-Xavier VAISSAIRE - iad France,,,,,,,25498,Expert immobilier,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
11301,,+33744508403,,,Valérie Nakupovela Dupont Expertise Immobilier,Valérie Nakupovela Dupont Expertise Immobilier,"31b résidence Gerard Philippe, Rue Saint-Exupéry, 59494 Petite-Forêt",,,,5.0,1,22709,Agence immobilière,Agent immobilier,Immo Trust,WHATSAPP,Exporté depuis Supabase le 2026-06-01
